Date,Open,High,Low,Close,Volume
2015-07-27 00:00:00-04:00,27.568073959032304,27.68453765769766,27.3508275875922,27.49640464782715,177822000
2015-07-28 00:00:00-04:00,27.633024215698242,27.751728059529288,27.447133063291616,27.633024215698242,134472400
2015-07-29 00:00:00-04:00,27.58151651412134,27.659904565881615,27.384424602573944,27.54568099975586,148046800
2015-07-30 00:00:00-04:00,27.39562127278194,27.45161297761584,27.259001376288722,27.40682029724121,134513200
2015-07-31 00:00:00-04:00,27.458329198903865,27.46728807590613,27.079826470761883,27.167173385620117,171540000
2015-08-03 00:00:00-04:00,27.21196635948542,27.451610768540696,26.32057773841944,26.526628494262695,279904000
2015-08-04 00:00:00-04:00,26.298179763674273,26.360890190742786,25.364238670408955,25.675552368164062,496554400
2015-08-05 00:00:00-04:00,25.29705017954478,26.302662373753613,25.106678735247783,25.84576988220215,397250400
2015-08-06 00:00:00-04:00,26.09100604512227,26.210245514027903,25.674792189265695,25.902021408081055,211612000
2015-08-07 00:00:00-04:00,25.778278837903052,26.15399604657735,25.760279977058982,25.98975944519043,154681600
2015-08-10 00:00:00-04:00,26.216992189331023,26.995424952764882,26.216992189331023,26.934680938720703,219806400
2015-08-11 00:00:00-04:00,26.5049647841773,26.588208226766525,25.49705262517203,25.533048629760742,388331200
2015-08-12 00:00:00-04:00,25.31706818475009,25.967262021018723,24.664624061734038,25.92676544189453,404870000
2015-08-13 00:00:00-04:00,26.106747708003482,26.187740857219477,25.76927682509206,25.90651512145996,194143200
2015-08-14 00:00:00-04:00,25.719784663459542,26.167495621065626,25.650041219840634,26.08875274658203,171718000
2015-08-17 00:00:00-04:00,26.106751403327163,26.46897033957356,25.9852616623067,26.35873031616211,163538800
2015-08-18 00:00:00-04:00,26.19449274355579,26.421723642457444,26.100001298396396,26.210241317749023,138242800
2015-08-19 00:00:00-04:00,26.1202471015629,26.214738540832823,25.80077506414607,25.875019073486328,193146000
2015-08-20 00:00:00-04:00,25.665790899502316,25.726534914871216,25.114587321459155,25.34406852722168,274006400
2015-08-21 00:00:00-04:00,24.844614109204233,25.175335950800722,23.769206839568177,23.793954849243164,513102000
2015-08-24 00:00:00-04:00,21.343909004342557,24.477888664260377,20.69821409876855,23.19999885559082,648825200
2015-08-25 00:00:00-04:00,24.997594723719715,24.997594723719715,23.285492212156004,23.339487075805664,414406400
2015-08-26 00:00:00-04:00,24.093170657220032,24.723116998369253,23.634211762242547,24.67812156677246,387098400
2015-08-27 00:00:00-04:00,25.249570707409113,25.47679985248312,24.752362125777264,25.40480613708496,338464400
2015-08-28 00:00:00-04:00,25.236075366845448,25.49255313260234,25.094338196232183,25.488054275512695,212657600
2015-08-31 00:00:00-04:00,25.20457786522222,25.76702939918314,25.197828721449227,25.36881446838379,224917200
2015-09-01 00:00:00-04:00,24.781613901963713,25.17082938610374,24.153917810116816,24.23491096496582,307383600
2015-09-02 00:00:00-04:00,24.79961122859608,25.27431869506836,24.552131206047807,25.27431869506836,247555200
2015-09-03 00:00:00-04:00,25.3080677848419,25.373312366291003,24.75686598898215,24.83111000061035,212935600
2015-09-04 00:00:00-04:00,24.516136457480822,24.849106786987825,24.41264558660887,24.583629608154297,199985200
2015-09-08 00:00:00-04:00,25.14158190957819,25.323815645291326,24.819859584716458,25.26757049560547,219374400
2015-09-09 00:00:00-04:00,25.593792465569646,25.652286183266472,24.696118673279862,24.781612396240234,340043200
2015-09-10 00:00:00-04:00,24.808607149145427,25.485799157752652,24.72536543527181,25.32606315612793,251571200
2015-09-11 00:00:00-04:00,25.150583255954153,25.695035934448242,25.143834112112092,25.695035934448242,199662000
2015-09-14 00:00:00-04:00,26.228240764614974,26.297984206676528,25.841273828404,25.942514419555664,233453600
2015-09-15 00:00:00-04:00,26.082002748821395,26.216990774441335,25.742281539779604,26.16074562072754,173364800
2015-09-16 00:00:00-04:00,26.153998993615975,26.219243584178127,25.971765227316688,26.18999671936035,148694000
2015-09-17 00:00:00-04:00,26.02125682940647,26.207989421525458,25.584793919332697,25.629789352416992,256450400
2015-09-18 00:00:00-04:00,25.245068620983016,25.715278887472017,25.168576053912677,25.524044036865234,297141200
2015-09-21 00:00:00-04:00,25.573546878738973,25.956014965838325,25.5712983083755,25.92001724243164,200888000
2015-09-22 00:00:00-04:00,25.508295829459033,25.68828096795835,25.314812406335193,25.51279640197754,201384800
2015-09-23 00:00:00-04:00,25.564552297182257,25.809782114126207,25.490309982388446,25.719789505004883,143026800
2015-09-24 00:00:00-04:00,25.47905611784562,25.985262530782947,25.28107378315788,25.872772216796875,200878000
2015-09-25 00:00:00-04:00,26.196744782445116,26.252989939249428,25.652290360065248,25.807527542114258,224607600
2015-09-28 00:00:00-04:00,25.61403951499989,25.776025812453643,25.296817779541016,25.296817779541016,208436000
2015-09-29 00:00:00-04:00,25.384562436706126,25.53754931895009,24.266408539249394,24.53638458251953,293461600
2015-09-30 00:00:00-04:00,24.786112446226834,25.094336488096644,24.462141547382192,24.81536102294922,265892000
2015-10-01 00:00:00-04:00,24.53863313556866,24.66237314793036,24.14266681247692,24.65337371826172,255716400
2015-10-02 00:00:00-04:00,24.300155824984838,24.975097645493342,24.1966649518161,24.833358764648438,232079200
2015-10-05 00:00:00-04:00,24.72087029075947,25.056092655609703,24.538636535004574,24.92335319519043,208258800
2015-10-06 00:00:00-04:00,24.889608003240234,25.139336655151183,24.696124512273805,25.04259490966797,192787200
